Litter ID,Species,Replicate,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
H15AA(f)17,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.5,21/08/15,12/08/16,4.364,0.333,3.985,0.379,0.33,0.24,0.29
H15AA(f)18,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.499,21/08/15,12/08/16,4.686,0.367,4.302,0.384,0.26,0.23,0.25
H15AA(f)19,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.548,21/08/15,12/08/16,5,0.328,4.315,0.377,0.4,0.31,0.36
H15AA(f)20,Alopecurus alpinus,2,Flower,Herschel island,Herschel island,0.509,21/08/15,12/08/16,4.569,0.345,4.192,0.377,0.32,0.26,0.29
H15EA(f)1,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.5,21/08/15,08/08/17,4.584,0.294,4.27,0.314,41%,37%,0.39
H15EA(f)2,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.486,21/08/15,08/08/17,4.581,0.315,4.24,0.341,35%,30%,0.33
H15EA(f)3,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.498,21/08/15,08/08/17,4.502,0.297,4.174,0.328,40%,34%,0.37
H15EA(f)4,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.508,21/08/15,08/08/17,4.776,0.324,4.432,0.344,36%,32%,0.34
H15EA(f)5,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.521,21/08/15,08/08/17,4.537,0.324,4.198,0.339,38%,35%,0.36
H15EA(f)6,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.485,21/08/15,08/08/17,4.758,0.305,4.443,0.315,37%,35%,0.36
H15EA(f)7,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.495,21/08/15,08/08/17,4.334,0.288,4.034,0.3,42%,39%,0.41
H15EA(f)8,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.534,21/08/15,08/08/17,4.412,0.274,4.109,0.303,49%,43%,0.46
H15EA(f)9,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.487,21/08/15,08/08/17,4.411,0.308,4.096,0.315,37%,35%,0.36
H15EA(f)10,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.496,21/08/15,08/08/17,4.242,0.364,3.858,0.384,27%,23%,0.25
H15EA(f)11,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.484,21/08/15,12/08/16,4.445,0.358,4.064,0.381,0.26,0.21,0.24
H15EA(f)12,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.5,21/08/15,12/08/16,4.489,0.369,4.096,0.393,0.26,0.21,0.24
H15EA(f)13,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.474,21/08/15,12/08/16,4.375,0.349,3.999,0.376,0.26,0.21,0.24
H15EA(f)14,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.509,21/08/15,12/08/16,4.435,0.367,4.067,0.368,0.28,0.28,0.28
H15EA(f)15,Eriophorum angustifolium,1,Flower,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.497,0.384,4.082,0.415,0.24,0.18,0.21
H15EA(f)16,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.531,21/08/15,12/08/16,4.666,0.396,4.258,0.408,0.25,0.23,0.24
H15EA(f)17,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.495,21/08/15,12/08/16,4.629,0.364,4.245,0.384,0.26,0.22,0.24
H15EA(f)18,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.498,21/08/15,12/08/16,4.848,0.356,4.471,0.377,0.29,0.24,0.26
H15EA(f)19,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.498,21/08/15,12/08/16,4.74,0.345,4.377,0.363,0.31,0.27,0.29
H15EA(f)20,Eriophorum angustifolium,2,Flower,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.622,0.338,4.266,0.356,0.33,0.29,0.31
H15AL(l)1,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.523,21/08/15,08/08/17,4.512,0.226,4.273,0.239,57%,54%,0.56
H15AL(l)2,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.473,21/08/15,08/08/17,4.432,0.231,4.189,0.243,51%,49%,0.5
H15AL(l)3,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.54,21/08/15,08/08/17,4.463,0.237,4.21,0.253,56%,53%,0.55
H15AL(l)4,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.547,21/08/15,08/08/17,4.469,0.267,4.189,0.28,51%,49%,0.5
H15AL(l)5,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.484,21/08/15,08/08/17,4.799,0.354,4.427,0.372,27%,23%,0.25
H15AL(l)6,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.535,21/08/15,08/08/17,4.683,0.352,4.304,0.379,34%,29%,0.32
H15AL(l)7,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.52,21/08/15,08/08/17,4.357,0.251,4.088,0.269,52%,48%,0.5
H15AL(l)8,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.503,21/08/15,08/08/17,4.664,0.287,4.358,0.306,43%,39%,0.41
H15AL(l)9,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.495,21/08/15,08/08/17,4.464,0.245,4.189,0.275,51%,44%,0.47
H15AL(l)10,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.517,21/08/15,08/08/17,4.257,0.221,4.025,0.232,57%,55%,0.56
H15AL(l)11,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.517,21/08/15,12/08/16,4.607,0.282,4.274,0.333,0.45,0.36,0.41
H15AL(l)12,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.542,21/08/15,12/08/16,4.727,0.32,4.357,0.37,0.41,0.32,0.36
H15AL(l)13,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.495,21/08/15,12/08/16,4.541,0.255,4.258,0.283,0.48,0.43,0.46
H15AL(l)14,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.515,21/08/15,12/08/16,4.409,0.242,4.128,0.281,0.53,0.45,0.49
H15AL(l)15,Actagrostis latifolia,1,Leaf,Herschel island,Herschel island,0.483,21/08/15,12/08/16,4.496,0.273,4.202,0.294,0.43,0.39,0.41
H15AL(l)16,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.479,21/08/15,12/08/16,4.688,0.3,4.35,0.338,0.37,0.29,0.33
H15AL(l)17,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.48,21/08/15,12/08/16,4.635,0.279,4.321,0.314,0.42,0.35,0.38
H15AL(l)18,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.513,21/08/15,12/08/16,4.521,0.293,4.2,0.321,0.43,0.37,0.4
H15AL(l)19,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.515,21/08/15,12/08/16,4.459,0.24,4.197,0.262,0.53,0.49,0.51
H15AL(l)20,Actagrostis latifolia,2,Leaf,Herschel island,Herschel island,0.508,21/08/15,12/08/16,4.666,0.234,4.413,0.253,0.54,0.5,0.52
H15AL(f)1,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.517,21/08/15,08/08/17,4.493,0.203,4.271,0.222,61%,57%,0.59
H15AL(f)2,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.455,21/08/15,08/08/17,4.354,0.226,4.097,0.257,50%,44%,0.47
H15AL(f)3,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.479,21/08/15,08/08/17,4.391,0.22,4.148,0.243,54%,49%,0.52
H15AL(f)4,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.531,21/08/15,08/08/17,4.354,0.249,4.076,0.278,53%,48%,0.5
H15AL(f)5,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.506,21/08/15,08/08/17,4.395,0.204,4.167,0.228,60%,55%,0.57
H15AL(f)6,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.494,21/08/15,08/08/17,4.456,0.245,4.208,0.248,50%,50%,0.5
H15AL(f)7,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.515,21/08/15,08/08/17,4.341,0.236,4.102,0.239,54%,54%,0.54
H15AL(f)8,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.5,21/08/15,08/08/17,4.488,0.302,4.173,0.315,40%,37%,0.38
H15AL(f)9,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.543,21/08/15,08/08/17,4.585,0.327,4.248,0.337,40%,38%,0.39
H15AL(f)10,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.527,21/08/15,08/08/17,4.712,0.294,4.396,0.316,44%,40%,0.42
H15AL(f)11,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.544,21/08/15,12/08/16,4.784,0.368,4.399,0.385,0.32,0.29,0.31
H15AL(f)12,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.539,21/08/15,12/08/16,4.693,0.3,4.377,0.316,0.44,0.41,0.43
H15AL(f)13,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.526,21/08/15,12/08/16,4.395,0.271,4.08,0.315,0.48,0.4,0.44
H15AL(f)14,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.53,21/08/15,12/08/16,4.403,0.304,4.057,0.346,0.43,0.35,0.39
H15AL(f)15,Actagrostis latifolia,1,Flower,Herschel island,Herschel island,0.509,21/08/15,12/08/16,4.533,0.288,4.259,0.274,0.43,0.46,0.45
H15AL(f)16,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.549,21/08/15,12/08/16,4.519,0.292,4.209,0.31,0.47,0.44,0.45
H15AL(f)17,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.52,21/08/15,12/08/16,4.64,0.275,4.337,0.303,0.47,0.42,0.44
H15AL(f)18,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.484,21/08/15,12/08/16,4.766,0.284,4.428,0.338,0.41,0.3,0.36
H15AL(f)19,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.503,21/08/15,12/08/16,4.586,0.282,4.25,0.336,0.44,0.33,0.39
H15AL(f)20,Actagrostis latifolia,2,Flower,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.474,0.276,4.187,0.287,0.45,0.43,0.44
H15DI(l)1,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.529,21/08/15,08/08/17,3.399,0.32,3.069,0.33,40%,38%,0.39
H15DI(l)2,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.516,21/08/15,08/08/17,3.285,0.381,2.869,0.416,26%,19%,0.23
H15DI(l)3,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.51,21/08/15,08/08/17,3.731,0.316,3.408,0.323,38%,37%,0.37
H15DI(l)4,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.506,21/08/15,08/08/17,3.343,0.309,3.039,0.304,39%,40%,0.39
H15DI(l)5,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.468,21/08/15,08/08/17,2.705,0.268,2.43,0.275,43%,41%,0.42
H15DI(l)6,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.528,21/08/15,08/08/17,4.108,0.377,3.719,0.389,29%,26%,0.27
H15DI(l)7,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.487,21/08/15,08/08/17,3.873,0.348,3.508,0.365,29%,25%,0.27
H15DI(l)8,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.524,21/08/15,08/08/17,3.497,0.319,3.162,0.335,39%,36%,0.38
H15DI(l)9,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.493,21/08/15,08/08/17,3.683,0.354,3.325,0.358,28%,27%,0.28
H15DI(l)10,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.474,21/08/15,08/08/17,3.471,0.32,3.143,0.328,32%,31%,0.32
H15DI(l)11,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.511,21/08/15,12/08/16,3.577,0.411,3.149,0.428,0.2,0.16,0.18
H15DI(l)12,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.522,21/08/15,12/08/16,3.554,0.402,3.125,0.429,0.23,0.18,0.2
H15DI(l)13,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.489,21/08/15,12/08/16,3.501,0.356,3.124,0.377,0.27,0.23,0.25
H15DI(l)14,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.476,21/08/15,12/08/16,3.46,0.339,3.098,0.362,0.29,0.24,0.26
H15DI(l)15,Dryas integrifolia,1,Leaf,Herschel island,Herschel island,0.475,21/08/15,12/08/16,3.571,0.365,3.184,0.387,0.23,0.19,0.21
H15DI(l)16,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.533,21/08/15,12/08/16,3.602,0.356,3.183,0.419,0.33,0.21,0.27
H15DI(l)17,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.487,21/08/15,12/08/16,3.523,0.35,3.236,0.287,0.28,0.41,0.35
H15DI(l)18,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.515,21/08/15,12/08/16,3.559,0.393,3.14,0.419,0.24,0.19,0.21
H15DI(l)19,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.492,21/08/15,12/08/16,3.628,0.372,3.129,0.499,0.24,-0.01,0.11
H15DI(l)20,Dryas integrifolia,2,Leaf,Herschel island,Herschel island,0.5,21/08/15,12/08/16,3.548,0.34,3.156,0.392,0.32,0.22,0.27
H15DI(f)1,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.467,21/08/15,08/08/17,4.155,0.308,3.826,0.329,34%,30%,0.32
H15DI(f)2,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.545,21/08/15,08/08/17,4.6,0.313,4.266,0.334,43%,39%,0.41
H15DI(f)3,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.508,21/08/15,08/08/17,3.731,0.311,3.412,0.319,39%,37%,0.38
H15DI(f)4,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.487,21/08/15,08/08/17,4.105,0.284,3.814,0.291,42%,40%,0.41
H15DI(f)5,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.484,21/08/15,08/08/17,4.436,0.277,4.144,0.292,43%,40%,0.41
H15DI(f)6,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.472,21/08/15,08/08/17,4.429,0.257,4.144,0.285,46%,40%,0.43
H15DI(f)7,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.48,21/08/15,08/08/17,4.464,0.307,4.157,0.307,36%,36%,0.36
H15DI(f)8,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.484,21/08/15,08/08/17,4.564,0.333,4.223,0.341,31%,30%,0.3
H15DI(f)9,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.513,21/08/15,08/08/17,4.566,0.342,4.193,0.373,33%,27%,0.3
H15DI(f)10,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.464,21/08/15,08/08/17,4.642,0.299,4.331,0.311,36%,33%,0.34
H15DI(f)11,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.465,21/08/15,12/08/16,4.635,0.353,4.264,0.371,0.24,0.2,0.22
H15DI(f)12,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.537,21/08/15,12/08/16,4.693,0.411,4.269,0.424,0.23,0.21,0.22
H15DI(f)13,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.505,21/08/15,12/08/16,4.717,0.391,4.301,0.416,0.23,0.18,0.2
H15DI(f)14,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.501,21/08/15,12/08/16,4.723,0.368,4.333,0.39,0.27,0.22,0.24
H15DI(f)15,Dryas integrifolia,1,Flower,Herschel island,Herschel island,0.491,21/08/15,12/08/16,4.781,0.372,4.386,0.395,0.24,0.2,0.22
H15DI(f)16,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.518,21/08/15,12/08/16,4.595,0.354,4.216,0.379,0.32,0.27,0.29
H15DI(f)17,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.498,21/08/15,12/08/16,4.676,0.337,4.303,0.373,0.32,0.25,0.29
H15DI(f)18,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.479,21/08/15,12/08/16,4.709,0.355,4.309,0.4,0.26,0.16,0.21
H15DI(f)19,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.52,21/08/15,12/08/16,4.765,0.398,4.325,0.44,0.23,0.15,0.19
H15DI(f)20,Dryas integrifolia,2,Flower,Herschel island,Herschel island,0.496,21/08/15,12/08/16,4.682,0.34,4.312,0.37,0.31,0.25,0.28
H15BN(l)1,Betula nana,1,Leaf,Herschel island,Herschel island,0.485,21/08/15,08/08/17,3.364,0.265,3.092,0.272,45%,44%,0.45
H15BN(l)2,Betula nana,1,Leaf,Herschel island,Herschel island,0.498,21/08/15,08/08/17,3.603,0.257,3.337,0.266,48%,47%,0.47
H15BN(l)3,Betula nana,1,Leaf,Herschel island,Herschel island,0.481,21/08/15,08/08/17,3.588,0.242,3.334,0.254,50%,47%,0.48
H15BN(l)4,Betula nana,1,Leaf,Herschel island,Herschel island,0.486,21/08/15,08/08/17,3.837,0.212,3.611,0.226,56%,53%,0.55
H15BN(l)5,Betula nana,1,Leaf,Herschel island,Herschel island,0.512,21/08/15,08/08/17,3.356,0.242,3.104,0.252,53%,51%,0.52
H15BN(l)6,Betula nana,2,Leaf,Herschel island,Herschel island,0.505,21/08/15,08/08/17,4.016,0.198,3.816,0.2,61%,60%,0.61
H15BN(l)7,Betula nana,2,Leaf,Herschel island,Herschel island,0.501,21/08/15,08/08/17,2.878,0.137,2.726,0.152,73%,70%,0.71
H15BN(l)8,Betula nana,2,Leaf,Herschel island,Herschel island,0.506,21/08/15,08/08/17,3.318,0.222,3.082,0.236,56%,53%,0.55
H15BN(l)9,Betula nana,2,Leaf,Herschel island,Herschel island,0.504,21/08/15,08/08/17,3.767,0.312,3.429,0.338,38%,33%,0.36
H15BN(l)10,Betula nana,2,Leaf,Herschel island,Herschel island,0.476,21/08/15,08/08/17,3.926,0.282,3.629,0.297,41%,38%,0.39
H15BN(l)11,Betula nana,1,Leaf,Herschel island,Herschel island,0.494,21/08/15,12/08/16,3.791,0.324,3.447,0.344,0.34,0.3,0.32
H15BN(l)12,Betula nana,1,Leaf,Herschel island,Herschel island,0.525,21/08/15,12/08/16,3.737,0.271,3.437,0.3,0.48,0.43,0.46
H15BN(l)13,Betula nana,1,Leaf,Herschel island,Herschel island,0.499,21/08/15,12/08/16,4.555,0.301,4.227,0.328,0.4,0.34,0.37
H15BN(l)14,Betula nana,1,Leaf,Herschel island,Herschel island,0.516,21/08/15,12/08/16,3.135,0.301,2.816,0.319,0.42,0.38,0.4
H15BN(l)15,Betula nana,1,Leaf,Herschel island,Herschel island,0.465,21/08/15,12/08/16,3.927,0.285,3.611,0.316,0.39,0.32,0.35
H15BN(l)16,Betula nana,2,Leaf,Herschel island,Herschel island,0.496,21/08/15,12/08/16,3.091,0.254,2.821,0.27,0.49,0.46,0.47
H15BN(l)17,Betula nana,2,Leaf,Herschel island,Herschel island,0.474,21/08/15,12/08/16,5.496,0.277,5.175,0.321,0.42,0.32,0.37
H15BN(l)18,Betula nana,2,Leaf,Herschel island,Herschel island,0.531,21/08/15,12/08/16,3.339,0.327,2.959,0.38,0.38,0.28,0.33
H15BN(l)19,Betula nana,2,Leaf,Herschel island,Herschel island,0.495,21/08/15,12/08/16,4.474,0.292,4.17,0.304,0.41,0.39,0.4
H15BN(l)20,Betula nana,2,Leaf,Herschel island,Herschel island,0.515,21/08/15,12/08/16,4.574,0.306,4.269,0.305,0.41,0.41,0.41
H15LA(l)1,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.54,21/08/15,08/08/17,4.652,0.302,4.302,0.35,44%,35%,0.4
H15LA(l)2,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.524,21/08/15,08/08/17,4.422,0.216,4.176,0.246,59%,53%,0.56
H15LA(l)3,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.513,21/08/15,08/08/17,4.201,0.129,4.021,0.18,75%,65%,0.7
H15LA(l)4,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.526,21/08/15,08/08/17,4.312,0.169,4.11,0.202,68%,62%,0.65
H15LA(l)5,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.511,21/08/15,08/08/17,4.348,0.198,4.13,0.218,61%,57%,0.59
H15LA(l)6,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.496,21/08/15,08/08/17,4.259,0.094,4.152,0.107,81%,78%,0.8
H15LA(l)7,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.496,21/08/15,08/08/17,4.248,0.08,4.165,0.083,84%,83%,0.84
H15LA(l)8,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.472,21/08/15,08/08/17,4.267,0.146,4.115,0.152,69%,68%,0.68
H15LA(l)9,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.544,21/08/15,08/08/17,4.371,0.217,4.154,0.217,60%,60%,0.6
H15LA(l)10,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.492,21/08/15,08/08/17,4.335,0.164,4.161,0.174,67%,65%,0.66
H15LA(l)11,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.486,21/08/15,12/08/16,4.497,0.225,4.242,0.255,0.54,0.48,0.51
H15LA(l)12,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.512,21/08/15,12/08/16,4.469,0.188,4.268,0.201,0.63,0.61,0.62
H15LA(l)13,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.487,21/08/15,12/08/16,4.429,0.121,4.154,0.275,0.75,0.44,0.59
H15LA(l)14,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.486,21/08/15,12/08/16,4.382,0.165,4.205,0.177,0.66,0.64,0.65
H15LA(l)15,Lupinus arcticus,1,Leaf,Herschel island,Herschel island,0.548,21/08/15,12/08/16,4.414,0.214,4.182,0.232,0.61,0.58,0.59
H15LA(l)16,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.542,21/08/15,12/08/16,4.322,0.136,4.157,0.165,0.75,0.7,0.72
H15LA(l)17,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.495,21/08/15,12/08/16,4.426,0.155,4.231,0.195,0.69,0.61,0.65
H15LA(l)18,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.504,21/08/15,12/08/16,4.429,0.201,4.198,0.231,0.6,0.54,0.57
H15LA(l)19,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.538,21/08/15,12/08/16,4.453,0.267,4.161,0.292,0.5,0.46,0.48
H15LA(l)20,Lupinus arcticus,2,Leaf,Herschel island,Herschel island,0.523,21/08/15,12/08/16,4.588,0.28,4.29,0.298,0.46,0.43,0.45
H15SL1,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.505,21/08/15,08/08/17,3.557,0.227,3.31,0.247,55%,51%,0.53
H15SL2,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.529,21/08/15,08/08/17,4.858,0.19,4.65,0.208,64%,61%,0.62
H15SL3,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.513,21/08/15,08/08/17,3.549,0.234,3.305,0.244,54%,52%,0.53
H15SL4,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.474,21/08/15,08/08/17,4.684,0.209,4.455,0.229,56%,52%,0.54
H15SL5,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.549,21/08/15,08/08/17,4.178,0.218,3.953,0.225,60%,59%,0.6
H15SL6,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.513,21/08/15,08/08/17,4.463,0.187,4.248,0.215,64%,58%,0.61
H15SL7,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.486,21/08/15,08/08/17,4.333,0.195,4.11,0.223,60%,54%,0.57
H15SL8,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.492,21/08/15,08/08/17,4.316,0.213,4.086,0.23,57%,53%,0.55
H15SL9,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.477,21/08/15,08/08/17,3.862,0.183,3.657,0.205,62%,57%,0.59
H15SL10,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.49,21/08/15,08/08/17,3.637,0.209,3.423,0.214,57%,56%,0.57
H15SL11,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.521,21/08/15,12/08/16,4.505,0.294,4.171,0.334,0.44,0.36,0.4
H15SL12,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.49,21/08/15,12/08/16,3.542,0.252,3.286,0.256,0.49,0.48,0.48
H15SL13,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.495,21/08/15,12/08/16,3.459,0.24,3.199,0.26,0.52,0.47,0.49
H15SL14,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.483,21/08/15,12/08/16,4.484,0.189,4.245,0.239,0.61,0.51,0.56
H15SL15,Stellaria longipes,1,Leaf,Herschel island,Herschel island,0.492,21/08/15,12/08/16,4.104,0.242,3.851,0.253,0.51,0.49,0.5
H15SL16,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.527,21/08/15,12/08/16,4.835,0.235,4.554,0.281,0.55,0.47,0.51
H15SL17,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.517,21/08/15,12/08/16,4.623,0.314,4.199,0.424,0.39,0.18,0.29
H15SL18,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.512,21/08/15,12/08/16,4.041,0.247,3.736,0.305,0.52,0.4,0.46
H15SL19,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.486,21/08/15,12/08/16,3.884,0.267,3.528,0.356,0.45,0.27,0.36
H15SL20,Stellaria longipes,2,Leaf,Herschel island,Herschel island,0.537,21/08/15,12/08/16,3.78,0.248,3.486,0.294,0.54,0.45,0.5
H15PA1,Poa arctica,1,Leaf,Herschel island,Herschel island,0.463,21/08/15,08/08/17,4.425,0.237,4.15,0.275,49%,41%,0.45
H15PA2,Poa arctica,1,Leaf,Herschel island,Herschel island,0.5,21/08/15,08/08/17,4.514,0.328,4.168,0.346,34%,31%,0.33
H15PA3,Poa arctica,1,Leaf,Herschel island,Herschel island,0.529,21/08/15,08/08/17,4.588,0.321,4.251,0.337,39%,36%,0.38
H15PA4,Poa arctica,1,Leaf,Herschel island,Herschel island,0.536,21/08/15,08/08/17,3.557,0.348,3.177,0.38,35%,29%,0.32
H15PA5,Poa arctica,1,Leaf,Herschel island,Herschel island,0.488,21/08/15,08/08/17,3.101,0.309,2.749,0.352,37%,28%,0.32
H15PA6,Poa arctica,2,Leaf,Herschel island,Herschel island,0.49,21/08/15,08/08/17,3.538,0.286,3.252,0.286,42%,42%,0.42
H15PA7,Poa arctica,2,Leaf,Herschel island,Herschel island,0.531,21/08/15,08/08/17,3.31,0.263,3.024,0.286,50%,46%,0.48
H15PA8,Poa arctica,2,Leaf,Herschel island,Herschel island,0.498,21/08/15,08/08/17,3.681,0.316,3.351,0.33,37%,34%,0.35
H15PA9,Poa arctica,2,Leaf,Herschel island,Herschel island,0.541,21/08/15,08/08/17,4.981,0.362,4.542,0.439,33%,19%,0.26
H15PA10,Poa arctica,2,Leaf,Herschel island,Herschel island,0.527,21/08/15,08/08/17,4.943,0.362,4.537,0.406,31%,23%,0.27
